minute,cpu_avg,cpu_max,mem_avg,assigned_mem
1835,0.13973585764567056,0.1046142578125,0.023819605509440105,0.15234375
1855,0.1586879094441732,0.0863037109375,0.09682687123616536,0.49603271484375
1865,0.7047672271728516,0.05291748046875,0.2786858876546224,0.2230739593505845
1868,0.6848068237304688,0.00365447998046875,0.2674420674641927,0.0
1870,0.5773665110270182,0.015716552734375,0.19698397318522134,0.011388778686523
1875,0.43717002868652344,0.03851318359375,0.6746368408203125,0.0
1885,0.4428456624348958,0.12060546875,0.6793677012125651,0.0421371459960937
1888,0.4811331431070964,0.003604888916015625,0.8258692423502604,1.14691162109375
1913,0.07537428538004558,0.00799560546875,0.1665652592976888,0.0012435913085937
1915,0.07807763417561848,0.04315185546875,0.1614542007446289,0.016895294189452598
1930,4.025081952412923,0.00485992431640625,0.3544931411743164,1.5722484588616579
1935,4.13504155476888,0.02264404296875,0.36336708068847656,0.175872802734375
1939,4.1232906977335615,0.0048980712890625,0.3607470194498698,0.016204833984375
1940,0.11049524943033855,0.0006132125854492188,0.01067956288655599,0.0078163146972654
1950,0.1084149678548177,0.017486572265625,0.0215152104695638,0.12335205078125
1955,0.1345218022664388,0.1190185546875,0.06437206268310547,0.1957778930664062
1970,0.13446553548177084,0.0,0.06358941396077473,0.0026054382324218
1975,0.17606608072916666,0.02392578125,0.06450939178466797,0.0848464965820296
1977,0.15282185872395834,0.0006971359252929688,0.02114391326904297,0.128479003906248
1978,0.15309619903564453,0.001613616943359375,0.021249135335286457,0.0056915283203125
1980,0.015233039855957031,0.04254150390625,0.017325083414713543,0.06243896484375
1986,0.01991717020670573,0.0008974075317382812,0.02550792694091797,0.0
1993,0.0196994145711263,0.0010738372802734375,0.025466283162434895,0.0002784729003906
2005,0.2594607671101888,0.0023345947265625,1.3035271962483723,7.293205261230396
2028,0.25229771931966144,0.005340576171875,1.295443852742513,0.0074539184570312
2043,0.2526588439941406,0.0042572021484375,1.2955350875854492,0.0014610290527343
2050,0.055667877197265625,0.03485107421875,0.009791374206542969,0.060539245605467994
2058,0.05629539489746094,0.03704833984375,0.010384877522786459,0.0067977905273437
2061,0.05601215362548828,0.003261566162109375,0.010296185811360678,0.000284194946289
2062,0.0017426808675130208,0.002841949462890625,0.0010557174682617188,0.0005750656127929
2080,0.0011717478434244792,0.0082855224609375,0.0033051172892252603,0.01751708984375
2090,0.5678249994913737,0.05462646484375,0.4569587707519531,0.0
2094,0.5757586161295573,0.007232666015625,0.4623362223307292,0.075439453125
2095,0.5757827758789062,0.0145263671875,0.46066538492838544,0.008880615234375
2110,0.022755940755208332,0.00749969482421875,0.010203043619791666,0.0190658569335934
2112,0.014588673909505209,0.00272369384765625,0.0047779083251953125,0.000274658203125
2113,0.013884226481119791,0.0,0.0033159255981445312,0.000274658203125
2139,0.00032711029052734375,0.0012760162353515625,0.00011571248372395833,0.0002822875976562
2140,0.000255584716796875,0.0007619857788085938,0.00030040740966796875,0.0014820098876953
2145,0.0004431406656901042,0.00897216796875,0.0006745656331380209,0.0017738342285156
2150,0.3953886032104492,0.04437255859375,0.033202807108561196,0.4042730331420898
2165,0.4512755076090495,0.038330078125,0.03887812296549479,0.1015625
2167,0.45108795166015625,0.0,0.03852303822835287,0.0
2170,0.05619112650553385,0.0067291259765625,0.006114959716796875,0.0006532669067382
2195,0.010005315144856771,0.00528717041015625,0.16533533732096353,1.14654541015625
2204,0.011293411254882812,0.0105133056640625,0.16555213928222656,0.0015125274658203
2210,0.03315544128417969,0.00299835205078125,0.34047794342041016,0.1869964599609374
2220,0.8619848887125651,0.1156005859375,0.4132140477498372,1.309814453125
2244,0.8614343007405599,0.00661468505859375,0.41302649180094403,0.0017356872558593
2245,1.0126635233561199,0.064453125,0.49284013112386066,0.0
2251,1.4579353332519531,0.0626220703125,0.9073095321655273,0.0
2255,1.4587558110555012,0.001865386962890625,0.9121538798014323,0.049293518066405605
2260,1.3797114690144856,0.08984375,0.7016398111979166,0.2109375
2265,0.27976449330647785,0.05670166015625,0.324432373046875,1.24855804443359
2295,0.3538087209065755,0.019561767578125,0.5340576171875,1.36328125
2303,0.25978851318359375,0.0030364990234375,0.4896920522054036,0.0014972686767578
2309,0.0759127934773763,0.00018978118896484375,0.21466286977132162,0.0009880065917968
2310,0.0014375050862630208,0.0012989044189453125,0.0014521280924479167,0.0121765136718746
2313,0.001369794209798177,0.00463104248046875,0.0016603469848632812,0.0014705657958984
2322,0.0014330546061197917,0.002559661865234375,0.001617431640625,0.0003252029418945
2323,0.0008694330851236979,0.00787353515625,0.00048351287841796875,0.0017471313476562
2325,0.8567269643147787,0.0693359375,0.855108896891276,0.009552001953125
2332,0.8570184707641602,0.00751495361328125,0.8557395935058594,0.002786636352539
2338,0.9276831944783529,0.053955078125,0.8687661488850912,1.1409606933593663
2340,0.08642355600992839,0.00244140625,0.09145037333170573,4.90484619140625
2345,0.09369277954101562,0.0787353515625,0.09414037068684895,0.0169601440429687
2370,0.022464752197265625,0.0,0.08094056447347005,0.0015068054199218
2375,0.03719647725423177,1.224609375,0.007362683614095052,0.030303955078125
2380,0.03983910878499349,0.0006952285766601562,0.03782844543457031,0.227937698364252
2385,0.04665724436442057,0.01776123046875,0.04059187571207682,0.013671875
2390,1.2251183191935222,0.044189453125,2.0903075536092124,0.0569076538085937
2395,1.2263212203979492,0.0015468597412109375,2.0691197713216147,0.0643177032470558
2415,1.2665039698282878,0.010772705078125,2.727285385131836,2.04827880859375
2417,0.05854225158691406,0.0002422332763671875,0.6736710866292318,0.001953125
2420,0.18767642974853516,0.04473876953125,0.7382685343424479,0.667572021484375
2425,0.6008796691894531,0.05926513671875,0.42608642578125,1.3941650390625
2430,0.6911986668904623,0.03094482421875,0.5429903666178385,0.49603271484375
2450,0.5792277654012045,0.002231597900390625,0.7011950810750326,10.750770568847656
2456,0.12054951985677083,0.0006198883056640625,0.3524783452351888,0.0
2460,0.03773053487141927,0.0140533447265625,0.2389033635457357,0.0390625
2470,0.00914605458577474,0.0043487548828125,0.00373077392578125,0.0014705657958984
2480,0.029519081115722656,0.003444671630859375,0.05181757609049479,0.412261962890625
2483,0.0224758783976237,0.0080413818359375,0.048739115397135414,0.0017604827880859
2493,2.6836509704589844,0.04949951171875,0.27580515543619794,1.3203125
2500,2.9477831522623696,0.12353515625,0.4026959737141927,0.0
2505,3.217046101888021,0.0611572265625,0.5388717651367188,0.0
2510,8.288152058919271,0.08203125,0.7174580891927084,2.7290573120116934
2514,8.003335316975912,0.00716400146484375,0.5425837834676107,0.0009584426879882
2520,7.765801747639974,0.014373779296875,0.48966630299886066,0.2867431640625
2521,0.03950373331705729,0.030731201171875,0.08860429128011067,0.016204833984375
2525,0.040728251139322914,0.018768310546875,0.0932464599609375,0.0362548828125
